#Simulate Step number,Current lidar reading,Estimated lead car speed from lidar reading,Acceleration command from MPC,Speed command from MPC,Distance command from MPC,Measure Speed,Update lidar reading,Time taken by task
855.0000,119.0316,31.4952,-0.0007,29.0022,-0.0000,29.0022,119.0316,8
856.0000,119.0934,30.2371,-0.0008,29.0022,-0.0000,29.0022,119.0934,8
857.0000,119.1049,29.2326,-0.0008,29.0022,-0.0000,29.0022,119.1049,9
858.0000,119.2276,31.4564,-0.0007,29.0021,-0.0000,29.0021,119.2276,7
859.0000,119.2108,28.6670,0.0378,29.0040,-0.0000,29.0040,119.2108,17
860.0000,119.2904,30.5950,-0.0008,29.0040,-0.0000,29.0040,119.2904,9
861.0000,119.3870,30.9372,-0.0008,29.0039,-0.0000,29.0039,119.3870,12
862.0000,119.4141,29.5459,-0.0008,29.0039,-0.0000,29.0039,119.4141,9
863.0000,119.3710,28.1409,-0.0008,29.0039,-0.0000,29.0039,119.3710,8
864.0000,119.4740,31.0635,-0.0371,29.0020,0.0300,29.0020,119.4740,8
865.0000,119.4538,28.5977,-0.0008,29.0020,-0.0000,29.0020,119.4538,11
866.0000,119.5650,31.2260,-0.0008,29.0019,-0.0000,29.0019,119.5650,8
867.0000,119.6685,31.0725,-0.0008,29.0019,-0.0000,29.0019,119.6685,8
868.0000,119.6314,28.2593,-0.0043,29.0017,0.0300,29.0017,119.6314,10
869.0000,119.6254,28.8812,-0.0001,29.0017,-0.0000,29.0017,119.6254,8
870.0000,119.6211,28.9154,0.0001,29.0017,0.0000,29.0017,119.6211,10
871.0000,119.6565,29.7101,0.0001,29.0017,0.0000,29.0017,119.6565,10
872.0000,119.7069,30.0108,-0.0003,29.0017,-0.0000,29.0017,119.7069,8
873.0000,119.8187,31.2359,-0.0005,29.0016,-0.0000,29.0016,119.8187,12
874.0000,119.8936,30.5010,-0.0007,29.0016,-0.0000,29.0016,119.8936,8
875.0000,119.8835,28.7999,-0.0007,29.0016,-0.0000,29.0016,119.8835,8
876.0000,119.8157,27.6449,-0.0007,29.0015,-0.0000,29.0015,119.8157,7
877.0000,119.8134,28.9548,0.0002,29.0015,0.0000,29.0015,119.8134,7
878.0000,119.8225,29.1833,0.0001,29.0015,0.0000,29.0015,119.8225,7
879.0000,119.7727,28.0070,-0.0001,29.0015,-0.0000,29.0015,119.7727,7
880.0000,119.8376,30.2993,0.0006,29.0016,0.0000,29.0016,119.8376,7
881.0000,119.7798,27.8459,-0.0005,29.0015,-0.0000,29.0015,119.7798,8
882.0000,119.7995,29.3952,0.0004,29.0016,0.0000,29.0016,119.7995,10
883.0000,119.7538,28.0867,0.0010,29.0016,0.0998,29.0016,119.7538,9
884.0000,119.7601,29.1288,0.0378,29.0035,-0.0000,29.0035,119.7601,7
885.0000,119.7278,28.3578,-0.0346,29.0018,0.0998,29.0018,119.7278,8
886.0000,119.7126,28.6972,-0.0008,29.0017,-0.0000,29.0017,119.7126,7
887.0000,119.8038,30.8258,-0.0007,29.0017,-0.0000,29.0017,119.8038,10
888.0000,119.8814,30.5540,-0.0008,29.0017,-0.0000,29.0017,119.8814,8
889.0000,119.9626,30.6243,-0.0008,29.0016,-0.0000,29.0016,119.9626,8
890.0000,120.0629,31.0075,-0.0008,29.0016,-0.0000,29.0016,120.0629,9
891.0000,120.0097,27.9380,-0.0008,29.0015,-0.0000,29.0015,120.0097,13
892.0000,120.0445,29.6973,-0.0007,29.0015,-0.0000,29.0015,120.0445,7
893.0000,120.1729,31.5710,-0.0007,29.0015,-0.0000,29.0015,120.1729,10
894.0000,120.1760,29.0624,-0.0008,29.0014,-0.0000,29.0014,120.1760,10
895.0000,120.2555,30.5926,-0.0007,29.0014,-0.0000,29.0014,120.2555,7
896.0000,120.3777,31.4453,-0.0008,29.0014,-0.0000,29.0014,120.3777,8
897.0000,120.4910,31.2661,-0.0008,29.0013,-0.0000,29.0013,120.4910,7
898.0000,120.5840,30.8615,-0.0008,29.0013,-0.0000,29.0013,120.5840,7
899.0000,120.6968,31.2575,-0.0008,29.0012,-0.0000,29.0012,120.6968,8
900.0000,120.8261,31.5877,-0.0008,29.0012,-0.0000,29.0012,120.8261,11
901.0000,120.7673,27.8241,-0.0008,29.0012,-0.0000,29.0012,120.7673,9
902.0000,120.8707,31.0698,-0.0008,29.0011,-0.0000,29.0011,120.8707,8
903.0000,122.3661,29.9084,0.0000,0.0100,0.0100,29.0011,122.3661,1
904.0000,122.4092,29.8626,-0.0008,29.0011,-0.0000,29.0011,122.4092,9
905.0000,122.5133,31.0836,-0.0008,29.0010,-0.0000,29.0010,122.5133,7
906.0000,122.5874,30.4823,-0.0008,29.0010,-0.0000,29.0010,122.5874,9
907.0000,122.6659,30.5713,-0.0008,29.0010,-0.0000,29.0010,122.6659,7
908.0000,122.6290,28.2633,-0.0008,29.0009,-0.0000,29.0009,122.6290,10
909.0000,122.7599,31.6193,-0.0008,29.0009,-0.0000,29.0009,122.7599,7
910.0000,122.8088,29.9785,-0.0008,29.0008,-0.0000,29.0008,122.8088,11
911.0000,122.8418,29.6601,-0.0008,29.0008,-0.0000,29.0008,122.8418,7
912.0000,122.8450,29.0644,-0.0008,29.0008,-0.0000,29.0008,122.8450,10
913.0000,122.8007,28.1150,-0.0008,29.0007,-0.0000,29.0007,122.8007,9
914.0000,122.8908,30.8030,-0.0006,29.0007,-0.0000,29.0007,122.8908,9
915.0000,122.8982,29.1485,-0.0008,29.0007,-0.0000,29.0007,122.8982,8
916.0000,122.8348,27.7320,-0.0008,29.0006,-0.0000,29.0006,122.8348,7
917.0000,122.9081,30.4678,-0.0008,29.0006,-0.0000,29.0006,122.9081,10
918.0000,122.9523,29.8854,0.0378,29.0025,-0.0000,29.0025,122.9523,7
919.0000,122.9722,29.4009,-0.0008,29.0024,-0.0000,29.0024,122.9722,8
920.0000,123.0880,31.3172,-0.0008,29.0024,-0.0000,29.0024,123.0880,8
921.0000,123.0957,29.1564,-0.0008,29.0023,-0.0000,29.0023,123.0957,8
922.0000,123.0389,27.8666,-0.0008,29.0023,-0.0000,29.0023,123.0389,8
923.0000,123.1334,30.8925,-0.0008,29.0023,-0.0000,29.0023,123.1334,8
924.0000,123.1270,28.8728,-0.0553,28.9995,0.0998,28.9995,123.1270,9
925.0000,123.1830,30.1199,-0.0008,28.9995,-0.0000,28.9995,123.1830,11
926.0000,123.2291,29.9219,-0.0008,28.9994,-0.0000,28.9994,123.2291,10
927.0000,123.3042,30.5009,-0.0008,28.9994,-0.0000,28.9994,123.3042,11
928.0000,123.4347,31.6084,-0.0008,28.9993,-0.0000,28.9993,123.4347,10
929.0000,123.3991,28.2885,-0.0008,28.9993,-0.0000,28.9993,123.3991,12
930.0000,123.4163,29.3423,-0.0008,28.9993,-0.0000,28.9993,123.4163,10
931.0000,123.5134,30.9419,-0.0008,28.9992,-0.0000,28.9992,123.5134,9
932.0000,123.5745,30.2214,0.0378,29.0011,-0.0000,29.0011,123.5745,9
933.0000,123.6605,30.7225,-0.0008,29.0011,-0.0000,29.0011,123.6605,10
934.0000,123.7797,31.3860,0.0378,29.0030,-0.0000,29.0030,123.7797,10
935.0000,123.8008,29.4247,-0.0008,29.0029,-0.0000,29.0029,123.8008,10
936.0000,123.8167,29.3474,1.1018,29.0580,-0.0000,29.0580,123.8167,23
937.0000,123.9234,31.1930,-0.0008,29.0580,-0.0000,29.0580,123.9234,10
938.0000,123.9380,29.3488,-0.0008,29.0579,-0.0000,29.0579,123.9380,8
939.0000,124.0387,31.0727,-0.0008,29.0579,-0.0000,29.0579,124.0387,12
940.0000,124.1398,31.0800,0.0024,29.0580,-0.0000,29.0580,124.1398,7
941.0000,124.2397,31.0555,-0.0008,29.0580,-0.0000,29.0580,124.2397,7
942.0000,124.2123,28.5105,-0.0008,29.0579,-0.0000,29.0579,124.2123,7
943.0000,124.2628,30.0685,-0.0008,29.0579,-0.0000,29.0579,124.2628,7
944.0000,124.3531,30.8631,-0.0008,29.0579,-0.0000,29.0579,124.3531,7
945.0000,124.3231,28.4583,-0.0008,29.0578,-0.0000,29.0578,124.3231,7
946.0000,124.2943,28.4819,-0.0008,29.0578,-0.0000,29.0578,124.2943,7
947.0000,124.2941,29.0539,-0.0008,29.0577,-0.0000,29.0577,124.2941,7
948.0000,124.3196,29.5671,0.0056,29.0580,-0.0000,29.0580,124.3196,9
949.0000,124.2549,27.7641,-0.0008,29.0580,-0.0000,29.0580,124.2549,7
950.0000,124.2093,28.1472,-0.0008,29.0579,-0.0000,29.0579,124.2093,7
951.0000,124.1540,27.9508,-0.0008,29.0579,-0.0000,29.0579,124.1540,9
952.0000,124.1913,29.8038,-0.0008,29.0579,-0.0000,29.0579,124.1913,10
953.0000,124.2162,29.5564,-0.0008,29.0578,-0.0000,29.0578,124.2162,7
954.0000,124.2852,30.4370,-0.0009,29.0578,-0.0000,29.0578,124.2852,8
955.0000,124.3919,31.1921,-0.0008,29.0577,-0.0000,29.0577,124.3919,7
956.0000,124.3795,28.8109,-0.0008,29.0577,-0.0000,29.0577,124.3795,8
957.0000,124.4485,30.3370,-3.9940,10.7626,0.0002,28.8580,124.4485,13
958.0000,124.5019,29.9758,2.0000,28.9580,0.0025,28.9580,124.5019,9
959.0000,124.4916,28.7713,0.7496,28.9955,0.0009,28.9955,124.4916,7
960.0000,124.5869,30.9022,0.0521,28.9981,0.0001,28.9981,124.5869,11
961.0000,124.6064,29.3890,0.0024,28.9982,0.0000,28.9982,124.6064,7
962.0000,124.6547,29.9636,0.0000,28.9982,0.0000,28.9982,124.6547,7
963.0000,124.7308,30.5208,-0.0005,28.9982,-0.0000,28.9982,124.7308,7
964.0000,124.6821,28.0230,-0.0006,28.9982,-0.0000,28.9982,124.6821,7
965.0000,124.7317,29.9905,0.0000,28.9982,0.0000,28.9982,124.7317,7
966.0000,124.8318,31.0005,-0.0005,28.9981,-0.0000,28.9981,124.8318,10
967.0000,124.8122,28.6070,-0.0007,28.9981,-0.0000,28.9981,124.8122,9
968.0000,124.8101,28.9552,-0.0004,28.9981,-0.0000,28.9981,124.8101,11
969.0000,124.8198,29.1926,-0.0001,28.9981,-0.0000,28.9981,124.8198,7
970.0000,124.8159,28.9199,-0.0001,28.9981,-0.0000,28.9981,124.8159,7
971.0000,124.9220,31.1192,0.0000,28.9981,0.0000,28.9981,124.9220,7
972.0000,125.0329,31.2170,-0.0007,28.9980,-0.0000,28.9980,125.0329,7
973.0000,125.1257,30.8534,-0.0007,28.9980,-0.0000,28.9980,125.1257,10
974.0000,125.1170,28.8245,-0.0008,28.9980,-0.0000,28.9980,125.1170,11
975.0000,125.1788,30.2336,-0.0007,28.9979,-0.0000,28.9979,125.1788,7
976.0000,125.2524,30.4689,-0.0007,28.9979,-0.0000,28.9979,125.2524,7
977.0000,125.2776,29.5028,-0.0007,28.9978,-0.0000,28.9978,125.2776,8
978.0000,125.2756,28.9583,-0.0007,28.9978,-0.0000,28.9978,125.2756,7
979.0000,125.3923,31.3319,-0.0007,28.9978,-0.0000,28.9978,125.3923,7
980.0000,125.4021,29.1927,-0.0007,28.9977,-0.0000,28.9977,125.4021,9
981.0000,125.5254,31.4638,-0.0007,28.9977,-0.0000,28.9977,125.5254,10
982.0000,125.6230,30.9491,-0.0007,28.9977,-0.0000,28.9977,125.6230,7
983.0000,125.5921,28.3804,-0.0008,28.9976,-0.0000,28.9976,125.5921,8
984.0000,125.6258,29.6721,-0.0007,28.9976,-0.0000,28.9976,125.6258,8
985.0000,125.7532,31.5449,-0.0008,28.9976,-0.0000,28.9976,125.7532,10
986.0000,125.8606,31.1461,-0.0008,28.9975,-0.0000,28.9975,125.8606,10
987.0000,125.8388,28.5613,-0.0008,28.9975,-0.0000,28.9975,125.8388,7
988.0000,125.9243,30.7068,-0.0007,28.9974,-0.0000,28.9974,125.9243,9
989.0000,125.8909,28.3301,-0.0008,28.9974,-0.0000,28.9974,125.8909,9
990.0000,125.9282,29.7434,-0.0007,28.9974,-0.0000,28.9974,125.9282,10
991.0000,125.9511,29.4552,-0.0007,28.9973,-0.0000,28.9973,125.9511,10
992.0000,125.9396,28.7668,-0.0006,28.9973,-0.0000,28.9973,125.9396,8
993.0000,126.0378,30.9611,-0.0003,28.9973,-0.0000,28.9973,126.0378,11
994.0000,125.9913,28.0690,-0.0007,28.9973,-0.0000,28.9973,125.9913,9
995.0000,126.0617,30.4039,-0.0001,28.9973,-0.0000,28.9973,126.0617,7
996.0000,126.1210,30.1848,-0.0006,28.9972,-0.0000,28.9972,126.1210,9
997.0000,126.2029,30.6332,-0.0006,28.9972,-0.0000,28.9972,126.2029,7
998.0000,126.2444,29.8287,-0.0017,28.9971,0.0000,28.9971,126.2444,7
999.0000,126.2281,28.6705,-0.0004,28.9971,-0.0000,28.9971,126.2281,7
1000.0000,126.1895,28.2258,0.0378,28.9990,-0.0000,28.9990,126.1895,9
1001.0000,126.2402,30.0141,-0.0008,28.9989,-0.0000,28.9989,126.2402,11
1002.0000,126.2308,28.8097,-0.0008,28.9989,-0.0000,28.9989,126.2308,8
1003.0000,126.3285,30.9527,-0.0008,28.9989,-0.0000,28.9989,126.3285,8
1004.0000,126.3537,29.5031,-0.0008,28.9988,-0.0000,28.9988,126.3537,8
1005.0000,126.3516,28.9570,-0.0008,28.9988,-0.0000,28.9988,126.3516,7
1006.0000,126.3012,27.9909,-0.0008,28.9987,-0.0000,28.9987,126.3012,8
1007.0000,126.2884,28.7418,-0.0008,28.9987,-0.0000,28.9987,126.2884,9
1008.0000,126.4159,31.5489,-0.0008,28.9987,-0.0000,28.9987,126.4159,7
1009.0000,126.4634,29.9500,-0.0008,28.9986,-0.0000,28.9986,126.4634,7
1010.0000,126.4196,28.1211,-0.0008,28.9986,-0.0000,28.9986,126.4196,8
1011.0000,126.5133,30.8740,-0.0008,28.9985,-0.0000,28.9985,126.5133,8
1012.0000,126.6481,31.6930,-0.0008,28.9985,-0.0000,28.9985,126.6481,9
1013.0000,126.7572,31.1823,-0.0008,28.9985,-0.0000,28.9985,126.7572,10
1014.0000,126.8629,31.1106,-0.0008,28.9984,-0.0000,28.9984,126.8629,8
1015.0000,126.9358,30.4575,-0.0008,28.9984,-0.0000,28.9984,126.9358,10
1016.0000,126.9539,29.3605,-0.0008,28.9983,-0.0000,28.9983,126.9539,10
1017.0000,127.0192,30.3039,-0.0008,28.9983,-0.0000,28.9983,127.0192,10
1018.0000,127.1286,31.1865,-0.0008,28.9983,-0.0000,28.9983,127.1286,11
1019.0000,127.2665,31.7557,-0.0008,28.9982,-0.0000,28.9982,127.2665,10
1020.0000,127.3705,31.0786,-0.0008,28.9982,-0.0000,28.9982,127.3705,7
1021.0000,127.3567,28.7211,-0.0008,28.9981,-0.0000,28.9981,127.3567,9
1022.0000,127.3956,29.7764,-0.0008,28.9981,-0.0000,28.9981,127.3956,7
1023.0000,127.4763,30.6131,-0.0008,28.9981,-0.0000,28.9981,127.4763,11
1024.0000,127.5342,30.1565,-0.0008,28.9980,-0.0000,28.9980,127.5342,7
1025.0000,127.6794,31.9002,-0.0008,28.9980,-0.0000,28.9980,127.6794,7
1026.0000,127.8177,31.7648,-0.0008,28.9979,-0.0000,28.9979,127.8177,7
1027.0000,127.9601,31.8451,-0.0008,28.9979,-0.0000,28.9979,127.9601,11
1028.0000,128.1008,31.8129,-0.0008,28.9979,-0.0000,28.9979,128.1008,8
1029.0000,128.1883,30.7474,-0.0008,28.9978,-0.0000,28.9978,128.1883,8
1030.0000,128.2978,31.0891,-4.0000,5.6496,115.9852,28.7978,128.2978,18
1031.0000,128.2613,28.1170,2.0000,28.8978,0.0025,28.8978,128.2613,9
1032.0000,128.3878,31.4285,0.0000,0.0100,0.0100,28.8978,128.3878,0
1033.0000,128.4994,31.1742,1.8197,28.9888,0.0023,28.9888,128.4994,8
1034.0000,128.5715,30.4350,0.1246,28.9950,0.0002,28.9950,128.5715,7
1035.0000,130.0425,29.4200,0.0000,0.0100,0.0100,28.9950,130.0425,0
1036.0000,130.0053,28.2505,-0.0008,28.9950,-0.0000,28.9950,130.0053,9
1037.0000,129.9826,28.5403,-0.0008,28.9950,-0.0000,28.9950,129.9826,7
1038.0000,129.9581,28.5045,-0.0008,28.9949,-0.0000,28.9949,129.9581,8
1039.0000,129.9749,29.3310,-0.0008,28.9949,-0.0000,28.9949,129.9749,8
1040.0000,130.1202,31.9010,-0.0008,28.9948,-0.0000,28.9948,130.1202,10
1041.0000,130.1198,28.9880,-0.0008,28.9948,-0.0000,28.9948,130.1198,10
1042.0000,130.1195,28.9883,-0.0008,28.9948,-0.0000,28.9948,130.1195,8
1043.0000,130.2534,31.6731,-0.0008,28.9947,-0.0000,28.9947,130.2534,7
1044.0000,130.3323,30.5714,-0.0008,28.9947,-0.0000,28.9947,130.3323,10
1045.0000,130.3840,30.0303,-0.0008,28.9946,-0.0000,28.9946,130.3840,7
1046.0000,130.5135,31.5843,-0.0008,28.9946,-0.0000,28.9946,130.5135,8
1047.0000,130.6432,31.5886,-0.0008,28.9946,-0.0000,28.9946,130.6432,7
1048.0000,130.6927,29.9846,-0.0008,28.9945,-0.0000,28.9945,130.6927,8
1049.0000,130.6642,28.4232,-0.0008,28.9945,-0.0000,28.9945,130.6642,8
1050.0000,130.7845,31.4016,-0.0008,28.9944,-0.0000,28.9944,130.7845,7
1051.0000,130.8977,31.2584,-0.0008,28.9944,-0.0000,28.9944,130.8977,7
1052.0000,131.0419,31.8789,-0.0008,28.9944,-0.0000,28.9944,131.0419,9
1053.0000,131.0859,29.8736,-0.0008,28.9943,-0.0000,28.9943,131.0859,10
1054.0000,131.1137,29.5506,-0.0008,28.9943,-0.0000,28.9943,131.1137,9
1055.0000,131.2066,30.8524,-0.0008,28.9942,-0.0000,28.9942,131.2066,8
1056.0000,131.2450,29.7618,-0.0008,28.9942,-0.0000,28.9942,131.2450,7
1057.0000,131.2543,29.1806,-0.0008,28.9942,-0.0000,28.9942,131.2543,8
1058.0000,131.2900,29.7070,-0.0008,28.9941,-0.0000,28.9941,131.2900,7
1059.0000,131.3171,29.5359,-0.0008,28.9941,-0.0000,28.9941,131.3171,8
1060.0000,131.4425,31.5038,-0.0008,28.9941,-0.0000,28.9941,131.4425,11
1061.0000,131.4383,28.9084,-0.0008,28.9940,-0.0000,28.9940,131.4383,10
1062.0000,131.5633,31.4948,-0.0008,28.9940,-0.0000,28.9940,131.5633,10
1063.0000,131.7075,31.8785,-0.0008,28.9939,-0.0000,28.9939,131.7075,12
1064.0000,131.7111,29.0645,-0.0008,28.9939,-0.0000,28.9939,131.7111,13
1065.0000,131.7718,30.2084,-0.0008,28.9939,-0.0000,28.9939,131.7718,10
1066.0000,131.7360,28.2778,-0.0008,28.9938,-0.0000,28.9938,131.7360,9
1067.0000,131.7672,29.6175,-0.0008,28.9938,-0.0000,28.9938,131.7672,12
1068.0000,131.7539,28.7289,-0.0008,28.9937,-0.0000,28.9937,131.7539,11
1069.0000,131.7567,29.0494,-0.0008,28.9937,-0.0000,28.9937,131.7567,9
1070.0000,131.7925,29.7104,-0.0008,28.9937,-0.0000,28.9937,131.7925,11
1071.0000,131.7967,29.0770,-0.0008,28.9936,-0.0000,28.9936,131.7967,9
1072.0000,131.7505,28.0684,-0.0008,28.9936,-0.0000,28.9936,131.7505,7
1073.0000,131.8370,30.7246,-0.0008,28.9935,-0.0000,28.9935,131.8370,9
1074.0000,131.9839,31.9313,-0.0008,28.9935,-0.0000,28.9935,131.9839,10
1075.0000,132.0795,30.9053,-0.0008,28.9935,-0.0000,28.9935,132.0795,8
1076.0000,132.2013,31.4295,-0.0008,28.9934,-0.0000,28.9934,132.2013,7
1077.0000,132.1607,28.1824,-0.0008,28.9934,-0.0000,28.9934,132.1607,7
1078.0000,132.2565,30.9089,-0.0073,28.9930,0.0501,28.9930,132.2565,9
1079.0000,132.2648,29.1583,-0.0007,28.9930,-0.0000,28.9930,132.2648,11
1080.0000,132.3982,31.6617,-0.0008,28.9929,-0.0000,28.9929,132.3982,9
1081.0000,132.4783,30.5936,-0.0008,28.9929,-0.0000,28.9929,132.4783,10
1082.0000,132.4525,28.5109,1.3025,29.0580,-0.0000,29.0580,132.4525,31
1083.0000,132.5707,31.4205,-0.0008,29.0580,-0.0000,29.0580,132.5707,11
1084.0000,132.6203,30.0511,-0.0008,29.0579,-0.0000,29.0579,132.6203,7
1085.0000,132.6744,30.1395,-0.0008,29.0579,-0.0000,29.0579,132.6744,8
1086.0000,132.8165,31.9010,-0.0008,29.0579,-0.0000,29.0579,132.8165,8
1087.0000,132.8794,30.3157,-0.0008,29.0578,-0.0000,29.0578,132.8794,9
1088.0000,133.0081,31.6317,-0.0008,29.0578,-0.0000,29.0578,133.0081,11
1089.0000,133.1205,31.3056,-0.0008,29.0577,-0.0000,29.0577,133.1205,7
1090.0000,133.1806,30.2585,-0.0009,29.0577,-0.0000,29.0577,133.1806,8
1091.0000,133.2130,29.7070,-0.0008,29.0577,-0.0000,29.0577,133.2130,10
1092.0000,133.3155,31.1075,-0.0008,29.0576,-0.0000,29.0576,133.3155,7
1093.0000,133.4396,31.5397,-0.0008,29.0576,-0.0000,29.0576,133.4396,8
1094.0000,133.4255,28.7748,-0.0008,29.0575,-0.0000,29.0575,133.4255,10
1095.0000,133.4509,29.5665,-0.0008,29.0575,-0.0000,29.0575,133.4509,8
1096.0000,133.5398,30.8338,-0.0008,29.0575,-0.0000,29.0575,133.5398,9
1097.0000,133.6216,30.6936,-0.0008,29.0574,-0.0000,29.0574,133.6216,9
1098.0000,133.5764,28.1543,-0.0008,29.0574,-0.0000,29.0574,133.5764,10
1099.0000,133.7207,31.9432,-0.0008,29.0573,-0.0000,29.0573,133.7207,10
1100.0000,133.8071,30.7849,-0.0008,29.0573,-0.0000,29.0573,133.8071,12
1101.0000,133.9150,31.2159,-0.0008,29.0573,-0.0000,29.0573,133.9150,7
1102.0000,133.8679,28.1148,-0.0008,29.0572,-0.0000,29.0572,133.8679,8
1103.0000,133.9880,31.4586,-0.0008,29.0572,-0.0000,29.0572,133.9880,8
1104.0000,133.9704,28.7062,-0.0008,29.0571,-0.0000,29.0571,133.9704,9
1105.0000,134.0088,29.8253,-0.0008,29.0571,-0.0000,29.0571,134.0088,11
1106.0000,134.0206,29.2936,0.0185,29.0580,-0.0000,29.0580,134.0206,17
1107.0000,134.1594,31.8333,-0.0008,29.0580,-0.0000,29.0580,134.1594,9
1108.0000,134.1163,28.1960,-0.0008,29.0579,-0.0000,29.0579,134.1163,11
1109.0000,134.1170,29.0723,-0.0009,29.0579,-0.0000,29.0579,134.1170,9
1110.0000,134.1554,29.8258,-0.0008,29.0579,-0.0000,29.0579,134.1554,9
1111.0000,134.1312,28.5732,-0.0009,29.0578,-0.0000,29.0578,134.1312,10
1112.0000,134.1816,30.0663,-0.0009,29.0578,-0.0000,29.0578,134.1816,9
1113.0000,134.2657,30.7404,-0.0008,29.0577,-0.0000,29.0577,134.2657,8
1114.0000,134.2449,28.6413,-0.0008,29.0577,-0.0000,29.0577,134.2449,11
1115.0000,134.1976,28.1113,-0.0008,29.0577,-0.0000,29.0577,134.1976,10
1116.0000,134.2568,30.2429,-0.0008,29.0576,-0.0000,29.0576,134.2568,10
1117.0000,134.2466,28.8220,-1.2294,28.9961,0.0983,28.9961,134.2466,10
1118.0000,134.3121,30.3056,-0.0008,28.9961,-0.0000,28.9961,134.3121,8
1119.0000,134.3125,29.0039,-0.0008,28.9961,-0.0000,28.9961,134.3125,8
1120.0000,134.3831,30.4096,-0.0009,28.9960,-0.0000,28.9960,134.3831,12
1121.0000,134.4189,29.7120,-0.0009,28.9960,-0.0000,28.9960,134.4189,11
1122.0000,134.4600,29.8176,-0.0008,28.9959,-0.0000,28.9959,134.4600,11
1123.0000,134.4656,29.1066,-0.0008,28.9959,-0.0000,28.9959,134.4656,9
1124.0000,134.4884,29.4534,-0.0008,28.9959,-0.0000,28.9959,134.4884,11
1125.0000,134.4903,29.0323,-0.0008,28.9958,-0.0000,28.9958,134.4903,10
1126.0000,134.6132,31.4542,-0.0008,28.9958,-0.0000,28.9958,134.6132,8
1127.0000,134.6946,30.6244,-0.0009,28.9957,-0.0000,28.9957,134.6946,7
1128.0000,134.8007,31.1177,-0.0008,28.9957,-0.0000,28.9957,134.8007,7
1129.0000,136.3126,30.2372,0.0000,0.0100,0.0100,28.9957,136.3126,0
1130.0000,136.2926,28.5962,-0.0008,28.9957,-0.0000,28.9957,136.2926,8
1131.0000,136.2771,28.6847,-0.0008,28.9956,-0.0000,28.9956,136.2771,7
1132.0000,136.3467,30.3892,-0.0008,28.9956,-0.0000,28.9956,136.3467,9
1133.0000,136.4297,30.6548,-0.0008,28.9955,-0.0000,28.9955,136.4297,8
1134.0000,136.5265,30.9309,-0.0008,28.9955,-0.0000,28.9955,136.5265,8
1135.0000,136.6178,30.8219,-0.0008,28.9955,-0.0000,28.9955,136.6178,7
1136.0000,136.6499,29.6382,-0.0008,28.9954,-0.0000,28.9954,136.6499,8
1137.0000,136.6275,28.5460,-0.0008,28.9954,-0.0000,28.9954,136.6275,11
1138.0000,136.6848,30.1418,-0.0008,28.9953,-0.0000,28.9953,136.6848,8
1139.0000,136.8310,31.9194,-0.0008,28.9953,-0.0000,28.9953,136.8310,9
1140.0000,136.9827,32.0286,-0.0008,28.9953,-0.0000,28.9953,136.9827,8
1141.0000,137.0658,30.6594,0.0378,28.9971,-0.0000,28.9971,137.0658,9
1142.0000,137.1890,31.4617,-0.0008,28.9971,-0.0000,28.9971,137.1890,7
1143.0000,137.2519,30.2547,-0.0008,28.9971,-0.0000,28.9971,137.2519,10
1144.0000,137.3091,30.1414,-0.0008,28.9970,-0.0000,28.9970,137.3091,11
1145.0000,137.3894,30.6019,-0.0008,28.9970,-0.0000,28.9970,137.3894,8
1146.0000,137.3771,28.7518,-0.0008,28.9969,-0.0000,28.9969,137.3771,8
1147.0000,137.3476,28.4057,-0.0008,28.9969,-0.0000,28.9969,137.3476,7
1148.0000,137.4979,32.0032,-0.0008,28.9969,-0.0000,28.9969,137.4979,11
1149.0000,139.0788,31.6181,0.0000,0.0100,0.0100,28.9969,139.0788,0
1150.0000,139.1928,31.2772,-0.0008,28.9968,-0.0000,28.9968,139.1928,8
1151.0000,139.2334,29.8084,-0.0008,28.9968,-0.0000,28.9968,139.2334,11
1152.0000,139.3566,31.4608,-0.0008,28.9967,-0.0000,28.9967,139.3566,10
1153.0000,139.4323,30.5109,-0.0008,28.9967,-0.0000,28.9967,139.4323,9
1154.0000,139.4525,29.4009,-0.0008,28.9967,-0.0000,28.9967,139.4525,9
1155.0000,139.5212,30.3701,-0.0016,28.9966,-0.0000,28.9966,139.5212,11
1156.0000,139.5920,30.4136,-0.0008,28.9965,-0.0000,28.9965,139.5920,9
1157.0000,139.5846,28.8487,-0.0009,28.9965,-0.0000,28.9965,139.5846,7
1158.0000,139.6368,30.0397,-0.0008,28.9965,-0.0000,28.9965,139.6368,8
1159.0000,139.7600,31.4615,-0.0009,28.9964,-0.0000,28.9964,139.7600,7
1160.0000,139.8498,30.7922,-0.0008,28.9964,-0.0000,28.9964,139.8498,8
1161.0000,139.9253,30.5052,-0.0008,28.9963,-0.0000,28.9963,139.9253,10
1162.0000,139.9419,29.3295,-0.0009,28.9963,-0.0000,28.9963,139.9419,7
1163.0000,140.1003,32.1630,-0.0008,28.9963,-0.0000,28.9963,140.1003,8
1164.0000,140.0894,28.7788,-0.0008,28.9962,-0.0000,28.9962,140.0894,7
1165.0000,140.0584,28.3771,-0.0008,28.9962,-0.0000,28.9962,140.0584,8
1166.0000,140.1174,30.1758,-0.0008,28.9961,-0.0000,28.9961,140.1174,9
1167.0000,140.1505,29.6567,-0.0008,28.9961,-0.0000,28.9961,140.1505,7
