Simulate Step number ,Current lidar reading,Estimated lead car speed from lidar reading,Acceleration command from MPC,Speed command from MPC,Distance command from MPC,Measure Speed,Update lidar reading
3390,63.4919,14.7561,-7.99924e-06,14.8181,-9.99905e-09,14.8181,63.4919
3391,63.4888,14.7561,-7.99925e-06,14.8181,-9.99906e-09,14.8181,63.4888
3392,63.4887,14.7561,-2.38825,14.6987,0.19246,14.6987,63.4887
3393,63.489,14.7561,2,14.7987,0.0025,14.7987,63.489
3394,63.4869,14.7561,-7.99826e-06,14.7987,-9.99783e-09,14.7987,63.4869
3395,63.4848,14.7561,-7.99838e-06,14.7987,-9.99798e-09,14.7987,63.4848
3396,63.4877,14.7561,-4,14.5987,3.72742,14.5987,63.4877
3397,63.5005,14.7561,-4,14.3987,3.72742,14.3987,63.5005
3398,63.5159,14.7561,2,14.4987,0.0497832,14.4987,63.5159
3399,63.5263,14.7561,2,14.5987,0.0025,14.5987,63.5263
3400,63.5316,14.7561,2,14.6987,0.0025,14.6987,63.5316
3401,63.5395,14.7561,-4,14.4987,3.72742,14.4987,63.5395
3402,63.5499,14.7561,2,14.5987,0.00249991,14.5987,63.5499
3403,63.5552,14.7561,2,14.6987,0.0025,14.6987,63.5552
3404,63.5556,14.7561,2,14.7987,0.0025,14.7987,63.5556
3405,63.5535,14.7561,-7.99599e-06,14.7987,-9.99498e-09,14.7987,63.5535
3406,63.5563,14.7561,-4,14.5987,3.72742,14.5987,63.5563
3407,63.5617,14.7561,2,14.6987,0.0025,14.6987,63.5617
3408,63.5696,14.7561,-4,14.4987,3.72742,14.4987,63.5696
3409,63.5799,14.7561,2,14.5987,-9.999e-09,14.5987,63.5799
3410,63.5928,14.7561,-4,14.3987,3.72742,14.3987,63.5928
3411,63.6082,14.7561,2,14.4987,0.0025,14.4987,63.6082
3412,63.6185,14.7561,2,14.5987,0.0025,14.5987,63.6185
3413,63.6239,14.7561,2,14.6987,0.0025,14.6987,63.6239
3414,63.6243,14.7561,2,14.7987,0.0025,14.7987,63.6243
3415,63.622,14.7561,0.123382,14.8049,0.000154228,14.8049,63.622
3416,63.6195,14.7561,-7.97911e-06,14.8049,-9.97388e-09,14.8049,63.6195
3417,63.6171,14.7561,-7.98149e-06,14.8049,-9.97686e-09,14.8049,63.6171
3418,63.6147,14.7561,-7.98414e-06,14.8049,-9.98018e-09,14.8049,63.6147
3419,63.6122,14.7561,-7.98893e-06,14.8049,-9.98616e-09,14.8049,63.6122
3420,63.6113,14.7561,-1.22683,14.7435,0.193912,14.7435,63.6113
3421,63.6094,14.7561,2,14.8435,0.0025,14.8435,63.6094
3422,63.6051,14.7561,-7.99936e-06,14.8435,-9.99919e-09,14.8435,63.6051
3423,63.6007,14.7561,-7.99938e-06,14.8435,-9.99922e-09,14.8435,63.6007
3424,63.5963,14.7561,-7.99938e-06,14.8435,-9.99923e-09,14.8435,63.5963
3425,63.592,14.7561,-7.99939e-06,14.8435,-9.99924e-09,14.8435,63.592
3426,63.5926,14.7561,-4,14.6435,3.72742,14.6435,63.5926
3427,63.6032,14.7561,-4,14.4435,3.72742,14.4435,63.6032
3428,63.6238,14.7561,-4,14.2435,3.72742,14.2435,63.6238
3429,63.6545,14.7561,-4,4.57812,51.3806,14.0435,63.6545
3430,63.6876,14.7561,2,14.1435,3.73492,14.1435,63.6876
3431,63.7157,14.7561,2,14.2435,0.0025,14.2435,63.7157
3432,63.7388,14.7561,2,14.3435,0.0025,14.3435,63.7388
3433,63.757,14.7561,2,14.4435,0.0025,14.4435,63.757
3434,63.7701,14.7561,2,14.5435,0.0025,14.5435,63.7701
3435,63.7857,14.7561,-4,14.3435,3.72742,14.3435,63.7857
3436,63.809,14.7561,-2.11749,14.2377,3.72978,14.2377,63.809
3437,63.8325,14.7561,1.96835,14.3361,3.73489,14.3361,63.8325
3438,63.851,14.7561,2,14.4361,0.0025,14.4361,63.851
3439,63.8645,14.7561,2,14.5361,0.0025,14.5361,63.8645
3440,63.8729,14.7561,2,14.6361,0.0025,14.6361,63.8729
3441,63.8764,14.7561,2,14.7361,0.0025,14.7361,63.8764
3442,63.8824,14.7561,-4,14.5361,3.72742,14.5361,63.8824
3443,63.8909,14.7561,2,14.6361,0.0025,14.6361,63.8909
3444,63.8944,14.7561,2,14.7361,0.0025,14.7361,63.8944
3445,63.8929,14.7561,2,14.8361,0.0025,14.8361,63.8929
3446,63.8887,14.7561,0.175251,14.8448,0.000219063,14.8448,63.8887
3447,63.8843,14.7561,-7.17204e-06,14.8448,-8.96505e-09,14.8448,63.8843
3448,63.8799,14.7561,-7.5924e-06,14.8448,-9.4905e-09,14.8448,63.8799
3449,63.8804,14.7561,-4,14.6448,3.72742,14.6448,63.8804
3450,63.8835,14.7561,2,14.7448,0.0025,14.7448,63.8835
3451,63.8815,14.7561,2,14.8448,0.0025,14.8448,63.8815
3452,63.8771,14.7561,-7.81854e-06,14.8448,-9.77317e-09,14.8448,63.8771
3453,63.8727,14.7561,-7.91353e-06,14.8448,-9.89192e-09,14.8448,63.8727
3454,63.8682,14.7561,-7.9721e-06,14.8448,-9.96512e-09,14.8448,63.8682
3455,63.8638,14.7561,-7.97914e-06,14.8448,-9.97393e-09,14.8448,63.8638
3456,63.8593,14.7561,-7.98121e-06,14.8448,-9.97651e-09,14.8448,63.8593
3457,63.8599,14.7561,-4,14.6448,3.72742,14.6448,63.8599
3458,63.863,14.7561,2,14.7448,0.0025,14.7448,63.863
3459,63.861,14.7561,2,14.8448,0.0497832,14.8448,63.861
3460,63.8566,14.7561,-7.98667e-06,14.8448,-9.98333e-09,14.8448,63.8566
3461,63.8522,14.7561,-7.98097e-06,14.8448,-9.97621e-09,14.8448,63.8522
3462,63.8477,14.7561,-7.99079e-06,14.8448,-9.98849e-09,14.8448,63.8477
3463,63.8433,14.7561,-7.99405e-06,14.8448,-9.99256e-09,14.8448,63.8433
3464,63.8388,14.7561,-7.99419e-06,14.8448,-9.99274e-09,14.8448,63.8388
3465,63.8344,14.7561,-7.99538e-06,14.8448,-9.99422e-09,14.8448,63.8344
3466,63.835,14.7561,-4,14.6448,3.72742,14.6448,63.835
3467,63.838,14.7561,2,14.7448,0.0025,14.7448,63.838
3468,63.8361,14.7561,2,14.8448,0.0025,14.8448,63.8361
3469,63.8316,14.7561,-7.99605e-06,14.8448,-9.99506e-09,14.8448,63.8316
3470,63.8272,14.7561,-7.9968e-06,14.8448,-9.996e-09,14.8448,63.8272
3471,63.8228,14.7561,-7.99736e-06,14.8448,-9.9967e-09,14.8448,63.8228
3472,63.8183,14.7561,-7.99772e-06,14.8448,-9.99715e-09,14.8448,63.8183
3473,63.8139,14.7561,-7.99728e-06,14.8448,-9.9966e-09,14.8448,63.8139
3474,63.8095,14.7561,-7.99739e-06,14.8448,-9.99674e-09,14.8448,63.8095
3475,63.805,14.7561,-7.99799e-06,14.8448,-9.99748e-09,14.8448,63.805
3476,63.8006,14.7561,-7.9979e-06,14.8448,-9.99738e-09,14.8448,63.8006
3477,63.7961,14.7561,-7.99821e-06,14.8448,-9.99776e-09,14.8448,63.7961
3478,63.7917,14.7561,-7.99839e-06,14.8448,-9.99798e-09,14.8448,63.7917
3479,63.7873,14.7561,-7.99848e-06,14.8448,-9.9981e-09,14.8448,63.7873
3480,63.7878,14.7561,-4,4,51.5129,14.6448,63.7878
3481,63.7984,14.7561,-4,14.4448,3.72742,14.4448,63.7984
3482,63.8114,14.7561,2,14.5448,0.0025,14.5448,63.8114
3483,63.8195,14.7561,2,14.6448,0.0025,14.6448,63.8195
3484,63.8226,14.7561,2,14.7448,0.0025,14.7448,63.8226
3485,63.8206,14.7561,2,14.8448,0.0025,14.8448,63.8206
3486,63.8162,14.7561,-7.99777e-06,14.8448,-9.99722e-09,14.8448,63.8162
3487,63.8118,14.7561,-7.9976e-06,14.8448,-9.997e-09,14.8448,63.8118
3488,63.8073,14.7561,-7.9978e-06,14.8448,-9.99724e-09,14.8448,63.8073
3489,63.8079,14.7561,-4,14.6448,3.72742,14.6448,63.8079
3490,63.8184,14.7561,-4,14.4448,3.72742,14.4448,63.8184
3491,63.8315,14.7561,2,14.5448,0.0025,14.5448,63.8315
3492,63.8471,14.7561,-4,14.3448,3.72742,14.3448,63.8471
3493,63.8651,14.7561,2,14.4448,0.0025,14.4448,63.8651
3494,63.8857,14.7561,-4,14.2448,3.72742,14.2448,63.8857
3495,63.9088,14.7561,2,14.3448,3.73492,14.3448,63.9088
3496,63.9312,14.7561,-1.5021,14.2697,3.73055,14.2697,63.9312
3497,63.9537,14.7561,1.4283,14.3411,3.73421,14.3411,63.9537
3498,63.972,14.7561,2,14.4411,0.0025,14.4411,63.972
3499,63.9852,14.7561,2,14.5411,0.0025,14.5411,63.9852
3500,63.9935,14.7561,2,14.6411,0.00249991,14.6411,63.9935
3501,63.9967,14.7561,2,14.7411,0.0025,14.7411,63.9967
3502,64.0025,14.7561,-4,14.5411,3.72742,14.5411,64.0025
3503,64.0107,14.7561,2,14.6411,0.0025,14.6411,64.0107
3504,64.0214,14.7561,-4,14.4411,3.72742,14.4411,64.0214
3505,64.0347,14.7561,2,14.5411,0.0025,14.5411,64.0347
3506,64.0429,14.7561,2,14.6411,0.0025,14.6411,64.0429
3507,64.0462,14.7561,2,14.7411,0.0025,14.7411,64.0462
3508,64.0444,14.7561,2,14.8411,0.0025,14.8411,64.0444
3509,64.0405,14.7561,-0.251259,14.8286,0.195132,14.8286,64.0405
3510,64.0353,14.7561,1.25192,14.8912,0.0015649,14.8912,64.0353
3511,64.0285,14.7561,-7.99907e-06,14.8912,-9.99884e-09,14.8912,64.0285
3512,64.0218,14.7561,-7.99914e-06,14.8912,-9.99893e-09,14.8912,64.0218
3513,64.02,14.7561,-4,14.6912,3.72742,14.6912,64.02
3514,64.0208,14.7561,2,14.7912,0.0025,14.7912,64.0208
3515,64.0165,14.7561,2,14.8912,-9.40334e-11,14.8912,64.0165
3516,64.0098,14.7561,-7.99908e-06,14.8912,-9.99885e-09,14.8912,64.0098
3517,64.003,14.7561,-7.99916e-06,14.8912,-9.99895e-09,14.8912,64.003
3518,63.9938,14.7561,2,14.9912,-9.999e-09,14.9912,63.9938
3519,63.987,14.7561,-4,14.7912,3.72742,14.7912,63.987
3520,63.9828,14.7561,2,14.8912,0.0025,14.8912,63.9828
3521,63.976,14.7561,-7.9992e-06,14.8912,-9.999e-09,14.8912,63.976
3522,63.9692,14.7561,-7.99929e-06,14.8912,-9.99911e-09,14.8912,63.9692
3523,63.9625,14.7561,-7.99926e-06,14.8912,-9.99907e-09,14.8912,63.9625
3524,63.9557,14.7561,-7.99934e-06,14.8912,-9.99917e-09,14.8912,63.9557
3525,63.949,14.7561,-7.99933e-06,14.8912,-9.99917e-09,14.8912,63.949
3526,63.9422,14.7561,-6.79022e-06,14.8912,-9.9991e-09,14.8912,63.9422
3527,63.9355,14.7561,-7.99935e-06,14.8912,-9.99919e-09,14.8912,63.9355
3528,63.9287,14.7561,-7.99934e-06,14.8912,-9.99918e-09,14.8912,63.9287
3529,63.922,14.7561,-7.99933e-06,14.8912,-9.99916e-09,14.8912,63.922
3530,63.9152,14.7561,-7.99933e-06,14.8912,-9.99916e-09,14.8912,63.9152
3531,63.9134,14.7561,-4,14.6912,3.72742,14.6912,63.9134
3532,63.9217,14.7561,-4,14.4912,3.72742,14.4912,63.9217
3533,63.9324,14.7561,2,14.5912,0.0025,14.5912,63.9324
3534,63.9382,14.7561,2,14.6912,0.0025,14.6912,63.9382
3535,63.9389,14.7561,2,14.7912,0.0025,14.7912,63.9389
3536,63.9347,14.7561,2,14.8912,0.0025,14.8912,63.9347
3537,63.9279,14.7561,-7.99934e-06,14.8912,-9.99918e-09,14.8912,63.9279
3538,63.9262,14.7561,-4,14.6912,3.72742,14.6912,63.9262
3539,63.9269,14.7561,2,14.7912,0.0025,14.7912,63.9269
3540,63.9227,14.7561,2,14.8912,0.0025,14.8912,63.9227
3541,63.9159,14.7561,-7.99933e-06,14.8912,-9.99916e-09,14.8912,63.9159
3542,63.9091,14.7561,-7.99933e-06,14.8912,-9.99916e-09,14.8912,63.9091
3543,63.9024,14.7561,-7.99935e-06,14.8912,-9.99918e-09,14.8912,63.9024
3544,63.8983,14.7561,-2.10413,14.786,0.0473698,14.786,63.8983
3545,63.9018,14.7561,-4,14.586,3.72742,14.586,63.9018
3546,63.9153,14.7561,-4,14.386,3.72742,14.386,63.9153
3547,63.9313,14.7561,2,14.486,0.0025,14.486,63.9313
3548,63.9423,14.7561,2,14.586,0.0025,14.586,63.9423
3549,63.9483,14.7561,2,14.686,0.0025,14.686,63.9483
3550,63.9493,14.7561,2,14.786,0.0025,14.786,63.9493
3551,63.9453,14.7561,2,14.886,0.0497832,14.886,63.9453
3552,63.9388,14.7561,-7.99922e-06,14.886,-9.99902e-09,14.886,63.9388
3553,63.9323,14.7561,-7.95534e-06,14.886,-9.99905e-09,14.886,63.9323
3554,63.9258,14.7561,-7.99932e-06,14.886,-9.99915e-09,14.886,63.9258
3555,63.9216,14.7561,-1.78291,14.7968,0.0477714,14.7968,63.9216
3556,63.9173,14.7561,1.79836,14.8867,0.00224796,14.8867,63.9173
3557,63.9107,14.7561,-7.99928e-06,14.8867,-9.9991e-09,14.8867,63.9107
3558,63.9042,14.7561,-8.00191e-06,14.8867,-9.9992e-09,14.8867,63.9042
3559,63.8977,14.7561,6.31312e-05,14.8867,-9.99916e-09,14.8867,63.8977
3560,63.8911,14.7561,-8.39934e-06,14.8867,-9.99917e-09,14.8867,63.8911
3561,63.8846,14.7561,-7.99933e-06,14.8867,-9.99917e-09,14.8867,63.8846
3562,63.8781,14.7561,-7.99933e-06,14.8867,-9.99917e-09,14.8867,63.8781
3563,63.8715,14.7561,-7.99935e-06,14.8867,-9.99919e-09,14.8867,63.8715
3564,63.865,14.7561,-7.99936e-06,14.8867,-9.9992e-09,14.8867,63.865
3565,63.8611,14.7561,-2.13995,14.7797,0.0473251,14.7797,63.8611
3566,63.8575,14.7561,2,14.8797,0.0022426,14.8797,63.8575
3567,63.8513,14.7561,-7.99932e-06,14.8797,-9.99915e-09,14.8797,63.8513
3568,63.8451,14.7561,-7.99933e-06,14.8797,-9.99917e-09,14.8797,63.8451
3569,63.8389,14.7561,0.049992,14.8822,-9.99918e-09,14.8822,63.8389
3570,63.8325,14.7561,-7.99936e-06,14.8822,-9.99921e-09,14.8822,63.8325
3571,63.8262,14.7561,-7.99937e-06,14.8822,-9.99921e-09,14.8822,63.8262
3572,63.8249,14.7561,-4,14.6822,3.72742,14.6822,63.8249
3573,63.8261,14.7561,2,14.7822,0.0025,14.7822,63.8261
3574,63.8225,14.7561,1.82886,14.8737,0.00228607,14.8737,63.8225
3575,63.8166,14.7561,-7.99931e-06,14.8737,-9.99914e-09,14.8737,63.8166
3576,63.8108,14.7561,-7.99933e-06,14.8737,-9.99916e-09,14.8737,63.8108
3577,63.8049,14.7561,-7.99933e-06,14.8737,-9.99917e-09,14.8737,63.8049
3578,63.799,14.7561,-7.99934e-06,14.8737,-9.99917e-09,14.8737,63.799
3579,63.7931,14.7561,-7.99934e-06,14.8737,-9.99918e-09,14.8737,63.7931
3580,63.7872,14.7561,-7.99936e-06,14.8737,-9.9992e-09,14.8737,63.7872
3581,63.7814,14.7561,-7.99937e-06,14.8737,-9.99921e-09,14.8737,63.7814
3582,63.7755,14.7561,-7.99937e-06,14.8737,-9.99921e-09,14.8737,63.7755
3583,63.7696,14.7561,-7.99938e-06,14.8737,-9.99923e-09,14.8737,63.7696
3584,63.7637,14.7561,6.31312e-05,14.8737,-9.99924e-09,14.8737,63.7637
3585,63.7578,14.7561,-7.99939e-06,14.8737,-9.99924e-09,14.8737,63.7578
3586,63.752,14.7561,-7.99941e-06,14.8737,-9.99926e-09,14.8737,63.752
3587,63.7489,14.7561,-2.24676,14.7613,0.0444747,14.7613,63.7489
3588,63.7461,14.7561,2,14.8613,0.0025,14.8613,63.7461
3589,63.7409,14.7561,-7.99932e-06,14.8613,-9.99915e-09,14.8613,63.7409
3590,63.7356,14.7561,0.0197402,14.8623,-9.99916e-09,14.8623,63.7356
3591,63.7303,14.7561,-7.99934e-06,14.8623,-9.99918e-09,14.8623,63.7303
3592,63.725,14.7561,6.31312e-05,14.8623,-9.99918e-09,14.8623,63.725
3593,63.7196,14.7561,-7.99936e-06,14.8623,-9.99921e-09,14.8623,63.7196
3594,63.7143,14.7561,-7.99937e-06,14.8623,-9.99921e-09,14.8623,63.7143
3595,63.709,14.7561,-7.99938e-06,14.8623,-9.99922e-09,14.8623,63.709
3596,63.7037,14.7561,-7.99938e-06,14.8623,-9.99922e-09,14.8623,63.7037
3597,63.6984,14.7561,-7.99939e-06,14.8623,-9.99924e-09,14.8623,63.6984
3598,63.6931,14.7561,-7.9994e-06,14.8623,-9.99925e-09,14.8623,63.6931
3599,63.6878,14.7561,-7.9994e-06,14.8623,-9.99925e-09,14.8623,63.6878
3600,63.6825,14.7561,-7.99942e-06,14.8623,-9.99927e-09,14.8623,63.6825
3601,63.6771,14.7561,-7.99942e-06,14.8623,-9.99927e-09,14.8623,63.6771
3602,63.6693,14.7561,1.99999,14.9623,-9.65311e-09,14.9623,63.6693
3603,63.659,14.7561,-7.98794e-06,14.9623,-9.98492e-09,14.9623,63.659
3604,63.6487,14.7561,-7.98523e-06,14.9623,-9.98154e-09,14.9623,63.6487
3605,63.6384,14.7561,-7.98483e-06,14.9623,-9.98103e-09,14.9623,63.6384
3606,63.6281,14.7561,0.00117174,14.9624,-9.98201e-09,14.9624,63.6281
3607,63.6178,14.7561,-7.98579e-06,14.9624,-9.98223e-09,14.9624,63.6178
3608,63.6074,14.7561,-7.9897e-06,14.9624,-9.98713e-09,14.9624,63.6074
3609,63.5971,14.7561,-7.98952e-06,14.9624,-9.9869e-09,14.9624,63.5971
3610,63.5868,14.7561,6.31404e-05,14.9624,-9.98769e-09,14.9624,63.5868
3611,63.5765,14.7561,-7.98988e-06,14.9624,-9.98735e-09,14.9624,63.5765
3612,63.5712,14.7561,-4,14.7624,3.72742,14.7624,63.5712
3613,63.5694,14.7561,1.19593,14.8222,0.00149492,14.8222,63.5694
3614,63.5661,14.7561,-7.99906e-06,14.8222,-9.99882e-09,14.8222,63.5661
3615,63.5628,14.7561,-7.99907e-06,14.8222,-9.99884e-09,14.8222,63.5628
3616,63.5595,14.7561,-7.99909e-06,14.8222,-9.99886e-09,14.8222,63.5595
3617,63.5561,14.7561,-7.9991e-06,14.8222,-9.99888e-09,14.8222,63.5561
3618,63.5528,14.7561,-7.99912e-06,14.8222,-9.99889e-09,14.8222,63.5528
3619,63.547,14.7561,2,14.9222,-9.999e-09,14.9222,63.547
3620,63.5437,14.7561,-4,14.7222,3.72742,14.7222,63.5437
3621,63.5504,14.7561,-4,4,51.1303,14.5222,63.5504
3622,63.5596,14.7561,2,14.6222,0.0025,14.6222,63.5596
3623,63.5638,14.7561,2,14.7222,0.0025,14.7222,63.5638
3624,63.563,14.7561,2,14.8222,0.0025,14.8222,63.563
3625,63.5597,14.7561,-7.99909e-06,14.8222,-9.99886e-09,14.8222,63.5597
3626,63.5564,14.7561,-7.9991e-06,14.8222,-9.99888e-09,14.8222,63.5564
3627,63.5531,14.7561,-7.99911e-06,14.8222,-9.99889e-09,14.8222,63.5531
3628,63.5498,14.7561,-7.99913e-06,14.8222,-9.99891e-09,14.8222,63.5498
3629,63.5515,14.7561,-4,4,51.2454,14.6222,63.5515
3630,63.5557,14.7561,2,14.7222,0.0025,14.7222,63.5557
3631,63.5549,14.7561,2,14.8222,0.0025,14.8222,63.5549
3632,63.5516,14.7561,-7.99912e-06,14.8222,-9.9989e-09,14.8222,63.5516
3633,63.5483,14.7561,-7.99913e-06,14.8222,-9.99892e-09,14.8222,63.5483
3634,63.545,14.7561,-7.99915e-06,14.8222,-9.99893e-09,14.8222,63.545
3635,63.5417,14.7561,-7.99916e-06,14.8222,-9.99895e-09,14.8222,63.5417
3636,63.5384,14.7561,-7.99917e-06,14.8222,-9.99897e-09,14.8222,63.5384
3637,63.535,14.7561,-7.99918e-06,14.8222,-9.99898e-09,14.8222,63.535
3638,63.5292,14.7561,2,14.9222,-9.99863e-09,14.9222,63.5292
3639,63.5209,14.7561,-7.98501e-06,14.9222,-9.98126e-09,14.9222,63.5209
3640,63.5126,14.7561,-7.97972e-06,14.9222,-9.97465e-09,14.9222,63.5126
3641,63.5093,14.7561,-4,4,51.206,14.7222,63.5093
3642,63.5085,14.7561,2,14.8222,0.0025,14.8222,63.5085
3643,63.5052,14.7561,-7.99928e-06,14.8222,-9.9991e-09,14.8222,63.5052
3644,63.5019,14.7561,-7.99929e-06,14.8222,-9.99911e-09,14.8222,63.5019
3645,63.4986,14.7561,-7.9993e-06,14.8222,-9.99912e-09,14.8222,63.4986
3646,63.4974,14.7561,-1.68716,14.7378,0.0451742,14.7378,63.4974
3647,63.4962,14.7561,1.71694,14.8237,0.00214617,14.8237,63.4962
3648,63.4978,14.7561,-3.9759,9.80356,0.00133322,14.6249,63.4978
3649,63.5018,14.7561,2,14.7249,0.0025,14.7249,63.5018
3650,63.5009,14.7561,2,14.8249,0.0025,14.8249,63.5009
3651,63.4974,14.7561,-7.99935e-06,14.8249,-9.99918e-09,14.8249,63.4974
3652,63.494,14.7561,-7.99936e-06,14.8249,-9.99919e-09,14.8249,63.494
3653,63.4906,14.7561,-7.99936e-06,14.8249,-9.9992e-09,14.8249,63.4906
3654,63.4871,14.7561,-7.99937e-06,14.8249,-9.99921e-09,14.8249,63.4871
3655,63.486,14.7561,-1.84978,14.7324,0.0449709,14.7324,63.486
3656,63.4849,14.7561,1.85883,14.8253,0.00232354,14.8253,63.4849
3657,63.4814,14.7561,6.31312e-05,14.8253,-9.99924e-09,14.8253,63.4814
3658,63.4779,14.7561,-7.9994e-06,14.8253,-9.99924e-09,14.8253,63.4779
3659,63.4745,14.7561,-7.9994e-06,14.8253,-9.99925e-09,14.8253,63.4745
3660,63.471,14.7561,-7.9994e-06,14.8253,-9.99925e-09,14.8253,63.471
3661,63.4676,14.7561,-7.99942e-06,14.8253,-9.99927e-09,14.8253,63.4676
3662,63.4691,14.7561,-4,14.6253,3.72742,14.6253,63.4691
3663,63.4731,14.7561,2,14.7253,0.0025,14.7253,63.4731
3664,63.4722,14.7561,2,14.8253,0.0025,14.8253,63.4722
3665,63.4687,14.7561,-7.9994e-06,14.8253,-9.99925e-09,14.8253,63.4687
3666,63.4652,14.7561,-7.99942e-06,14.8253,-9.99927e-09,14.8253,63.4652
3667,63.4618,14.7561,-7.99942e-06,14.8253,-9.99927e-09,14.8253,63.4618
3668,63.4559,14.7561,1.94001,14.9223,-9.99808e-09,14.9223,63.4559
3669,63.4526,14.7561,-4,14.7223,3.72742,14.7223,63.4526
3670,63.452,14.7561,1.78475,14.8115,0.0522678,14.8115,63.452
3671,63.4493,14.7561,-7.99923e-06,14.8115,-9.99904e-09,14.8115,63.4493
3672,63.4465,14.7561,-7.99924e-06,14.8115,-9.99905e-09,14.8115,63.4465
3673,63.4437,14.7561,-7.99925e-06,14.8115,-9.99906e-09,14.8115,63.4437
3674,63.4409,14.7561,-7.99925e-06,14.8115,-9.99907e-09,14.8115,63.4409
3675,63.4382,14.7561,-7.99926e-06,14.8115,-9.99908e-09,14.8115,63.4382
3676,63.4354,14.7561,-7.99927e-06,14.8115,-9.99909e-09,14.8115,63.4354
3677,63.4326,14.7561,-7.99928e-06,14.8115,-9.9991e-09,14.8115,63.4326
3678,63.4298,14.7561,-7.99929e-06,14.8115,-9.99911e-09,14.8115,63.4298
3679,63.4271,14.7561,-7.99929e-06,14.8115,-9.99912e-09,14.8115,63.4271
3680,63.4243,14.7561,-7.9993e-06,14.8115,-9.99913e-09,14.8115,63.4243
3681,63.4215,14.7561,-7.99931e-06,14.8115,-9.99914e-09,14.8115,63.4215
3682,63.4209,14.7561,-1.7206,14.7255,0.0478861,14.7255,63.4209
3683,63.4274,14.7561,-4,14.5255,3.72742,14.5255,63.4274
3684,63.444,14.7561,-4,14.3255,3.72742,14.3255,63.444
3685,63.463,14.7561,2,14.4255,0.0025,14.4255,63.463
3686,63.477,14.7561,2,14.5255,0.0025,14.5255,63.477
3687,63.4935,14.7561,-4,14.3255,3.72742,14.3255,63.4935
3688,63.5126,14.7561,2,14.4255,0.0025,14.4255,63.5126
3689,63.5266,14.7561,2,14.5255,0.0025,14.5255,63.5266
3690,63.5356,14.7561,2,14.6255,0.0025,14.6255,63.5356
3691,63.5396,14.7561,2,14.7255,0.0025,14.7255,63.5396
3692,63.5387,14.7561,2,14.8255,0.0025,14.8255,63.5387
3693,63.5352,14.7561,-7.99926e-06,14.8255,-9.99908e-09,14.8255,63.5352
3694,63.5317,14.7561,-7.99927e-06,14.8255,-9.99909e-09,14.8255,63.5317
3695,63.5283,14.7561,-7.99928e-06,14.8255,-9.9991e-09,14.8255,63.5283
3696,63.5298,14.7561,-4,14.6255,3.72742,14.6255,63.5298
3697,63.5338,14.7561,2,14.7255,0.197946,14.7255,63.5338
3698,63.5328,14.7561,2,14.8255,0.0025,14.8255,63.5328
3699,63.5294,14.7561,-7.99928e-06,14.8255,-9.9991e-09,14.8255,63.5294
3700,63.5259,14.7561,-7.99929e-06,14.8255,-9.99911e-09,14.8255,63.5259
3701,63.5224,14.7561,-7.9993e-06,14.8255,-9.99912e-09,14.8255,63.5224
3702,63.519,14.7561,-7.99931e-06,14.8255,-9.99913e-09,14.8255,63.519
3703,63.5155,14.7561,-7.99931e-06,14.8255,-9.99914e-09,14.8255,63.5155
3704,63.517,14.7561,-4,4,49.6998,14.6255,63.517
3705,63.521,14.7561,2,14.7255,0.0025,14.7255,63.521
3706,63.5201,14.7561,2,14.8255,0.0025,14.8255,63.5201
3707,63.5166,14.7561,-7.99931e-06,14.8255,-9.99914e-09,14.8255,63.5166
3708,63.5131,14.7561,-7.99932e-06,14.8255,-9.99915e-09,14.8255,63.5131
3709,63.5096,14.7561,-7.99933e-06,14.8255,-9.99916e-09,14.8255,63.5096
3710,63.5037,14.7561,2,14.9255,-9.999e-09,14.9255,63.5037
3711,63.5002,14.7561,-4,14.7255,3.72742,14.7255,63.5002
3712,63.5067,14.7561,-4,4.06106,51.233,14.5255,63.5067
3713,63.5233,14.7561,-4,14.3255,3.72742,14.3255,63.5233
3714,63.5484,14.7561,-2.85936,14.1825,3.72885,14.1825,63.5484
3715,63.5745,14.7561,2,14.2825,0.0025,14.2825,63.5745
3716,63.5957,14.7561,2,14.3825,0.0025,14.3825,63.5957
3717,63.6119,14.7561,2,14.4825,0.0025,14.4825,63.6119
3718,63.6306,14.7561,-4,14.2825,3.72742,14.2825,63.6306
3719,63.6517,14.7561,2,14.3825,0.0025,14.3825,63.6517
3720,63.6679,14.7561,2,14.4825,0.00249991,14.4825,63.6679
3721,63.6791,14.7561,2,14.5825,0.0025,14.5825,63.6791
3722,63.6928,14.7561,-4,14.3825,3.72742,14.3825,63.6928
3723,63.7164,14.7561,-4,14.1825,3.72742,14.1825,63.7164
3724,63.7426,14.7561,2,14.2825,0.0025,14.2825,63.7426
3725,63.7638,14.7561,2,14.3825,0.0025,14.3825,63.7638
3726,63.78,14.7561,2,14.4825,0.0025,14.4825,63.78
3727,63.7987,14.7561,-4,4.34663,51.5494,14.2825,63.7987
3728,63.8198,14.7561,2,14.3825,0.0025,14.3825,63.8198
3729,63.836,14.7561,2,14.4825,0.0025,14.4825,63.836
3730,63.8472,14.7561,2,14.5825,0.0025,14.5825,63.8472
3731,63.8534,14.7561,2,14.6825,0.0025,14.6825,63.8534
3732,63.8545,14.7561,2,14.7825,0.0025,14.7825,63.8545
3733,63.8507,14.7561,1.9705,14.8811,0.00246312,14.8811,63.8507
