Simulate Step number ,Current lidar reading,Estimated lead car speed from lidar reading,Acceleration command from MPC,Speed command from MPC,Distance command from MPC,Measure Speed,Update lidar reading
1144,475.97,24.7561,-7.99505e-06,28.8453,-9.99381e-09,28.8453,475.97
1145,475.765,24.7561,-7.995e-06,28.8453,-9.99375e-09,28.8453,475.765
1146,475.561,24.7561,-7.99495e-06,28.8453,-9.99369e-09,28.8453,475.561
1147,475.356,24.7561,-7.9949e-06,28.8453,-9.99363e-09,28.8453,475.356
1148,475.152,24.7561,-7.99485e-06,28.8453,-9.99357e-09,28.8453,475.152
1149,474.947,24.7561,-0.192655,28.8357,0.120996,28.8357,474.947
1150,474.743,24.7561,-7.91994e-06,28.8357,-9.89993e-09,28.8357,474.743
1151,474.54,24.7561,-0.0104296,28.8352,0.0293545,28.8352,474.54
1152,474.336,24.7561,0.000885522,28.8352,1.1069e-06,28.8352,474.336
1153,474.132,24.7561,0.00193796,28.8353,2.42245e-06,28.8353,474.132
1154,473.928,24.7561,0.0020115,28.8354,2.51438e-06,28.8354,473.928
1155,473.724,24.7561,0.00201662,28.8355,2.76477e-06,28.8355,473.724
1156,473.52,24.7561,0.0020171,28.8356,2.52138e-06,28.8356,473.52
1157,473.316,24.7561,0.00201714,28.8357,2.52143e-06,28.8357,473.316
1158,473.112,24.7561,0.00201719,28.8358,2.52149e-06,28.8358,473.112
1159,472.908,24.7561,0.00201724,28.8359,2.52155e-06,28.8359,472.908
1160,472.704,24.7561,0.00201729,28.836,2.52161e-06,28.836,472.704
1161,472.5,24.7561,0.00201734,28.8361,2.52168e-06,28.8361,472.5
1162,472.296,24.7561,0.00201739,28.8362,2.52174e-06,28.8362,472.296
1163,472.092,24.7561,0.00201744,28.8363,2.5218e-06,28.8363,472.092
1164,471.888,24.7561,0.00201749,28.8364,2.52186e-06,28.8364,471.888
1165,471.684,24.7561,0.00201754,28.8365,2.52193e-06,28.8365,471.684
1166,471.48,24.7561,0.00201759,28.8366,2.52199e-06,28.8366,471.48
1167,471.276,24.7561,0.00201764,28.8367,2.52205e-06,28.8367,471.276
1168,471.072,24.7561,0.00201769,28.8368,2.52211e-06,28.8368,471.072
1169,470.868,24.7561,0.00201774,28.8369,2.52217e-06,28.8369,470.868
1170,470.664,24.7561,0.00201779,28.837,2.52224e-06,28.837,470.664
1171,470.459,24.7561,0.00201784,28.8371,2.5223e-06,28.8371,470.459
1172,470.255,24.7561,0.00201785,28.8372,2.76631e-06,28.8372,470.255
1173,470.051,24.7561,0.00201798,28.8373,2.52247e-06,28.8373,470.051
1174,469.847,24.7561,0.00201795,28.8374,2.76644e-06,28.8374,469.847
1175,469.643,24.7561,0.00201808,28.8375,2.5226e-06,28.8375,469.643
1176,469.439,24.7561,0.00201809,28.8376,2.52261e-06,28.8376,469.439
1177,469.235,24.7561,0.00201814,28.8377,2.52267e-06,28.8377,469.235
1178,469.031,24.7561,0.00201819,28.8378,2.52274e-06,28.8378,469.031
1179,468.827,24.7561,0.00201824,28.8379,2.5228e-06,28.8379,468.827
1180,468.623,24.7561,0.00201829,28.8381,2.52286e-06,28.8381,468.623
1181,468.419,24.7561,0.00201834,28.8382,2.52293e-06,28.8382,468.419
1182,468.215,24.7561,0.00201839,28.8383,2.52299e-06,28.8383,468.215
1183,468.01,24.7561,0.00201844,28.8384,2.52305e-06,28.8384,468.01
1184,467.806,24.7561,0.00201849,28.8385,2.52311e-06,28.8385,467.806
1185,467.602,24.7561,0.00201854,28.8386,2.52317e-06,28.8386,467.602
1186,467.398,24.7561,0.00201859,28.8387,2.52324e-06,28.8387,467.398
1187,467.194,24.7561,0.00201864,28.8388,2.5233e-06,28.8388,467.194
1188,466.99,24.7561,0.00201869,28.8389,2.52336e-06,28.8389,466.99
1189,466.786,24.7561,0.00201874,28.839,2.52342e-06,28.839,466.786
1190,466.582,24.7561,0.00201879,28.8391,2.52348e-06,28.8391,466.582
1191,466.377,24.7561,0.00201884,28.8392,2.52355e-06,28.8392,466.377
1192,466.173,24.7561,0.00201889,28.8393,2.52361e-06,28.8393,466.173
1193,465.969,24.7561,0.0890307,4,447.832,28.8437,465.969
1194,465.765,24.7561,-7.98725e-06,28.8437,-9.98406e-09,28.8437,465.765
1195,465.56,24.7561,-7.98694e-06,28.8437,-9.98367e-09,28.8437,465.56
1196,465.356,24.7561,-7.98661e-06,28.8437,-9.98326e-09,28.8437,465.356
1197,465.151,24.7561,-7.98647e-06,28.8437,-9.98283e-09,28.8437,465.151
1198,464.947,24.7561,-7.9859e-06,28.8437,-9.98237e-09,28.8437,464.947
1199,464.743,24.7561,-7.98552e-06,28.8437,-9.98189e-09,28.8437,464.743
1200,464.538,24.7561,-7.98511e-06,28.8437,-9.98139e-09,28.8437,464.538
1201,464.334,24.7561,-7.98468e-06,28.8437,-9.98085e-09,28.8437,464.334
1202,464.13,24.7561,-7.98423e-06,28.8437,-9.98029e-09,28.8437,464.13
1203,463.925,24.7561,-7.98375e-06,28.8437,-9.97969e-09,28.8437,463.925
1204,463.721,24.7561,-7.98324e-06,28.8437,-9.97905e-09,28.8437,463.721
1205,463.516,24.7561,-7.98269e-06,28.8437,-9.97837e-09,28.8437,463.516
1206,463.312,24.7561,-7.98211e-06,28.8437,-9.97764e-09,28.8437,463.312
1207,463.107,24.7561,0.405786,28.864,50.0005,28.864,463.107
1208,462.902,24.7561,-0.407218,28.8436,2.49616,28.8436,462.902
1209,462.698,24.7561,-7.97958e-06,28.8436,-9.97447e-09,28.8436,462.698
1210,462.493,24.7561,-7.97876e-06,28.8436,-9.97346e-09,28.8436,462.493
1211,462.289,24.7561,-7.97788e-06,28.8436,-9.97235e-09,28.8436,462.289
1212,462.085,24.7561,-7.97693e-06,28.8436,-9.97116e-09,28.8436,462.085
1213,461.88,24.7561,-7.97588e-06,28.8436,-9.96985e-09,28.8436,461.88
1214,461.676,24.7561,-7.97474e-06,28.8436,-9.96842e-09,28.8436,461.676
1215,461.471,24.7561,0.0481969,28.9436,-9.91183e-09,28.846,461.471
1216,461.267,24.7561,-7.98756e-06,28.846,-9.98445e-09,28.846,461.267
1217,461.062,24.7561,-7.98726e-06,28.846,-9.98408e-09,28.846,461.062
1218,460.858,24.7561,-7.98695e-06,28.846,-9.98369e-09,28.846,460.858
1219,460.654,24.7561,-7.98662e-06,28.846,-9.98328e-09,28.846,460.654
1220,460.449,24.7561,-7.98628e-06,28.846,-9.98285e-09,28.846,460.449
1221,460.245,24.7561,-7.98592e-06,28.846,-9.9824e-09,28.846,460.245
1222,460.04,24.7561,-7.98554e-06,28.846,-9.98192e-09,28.846,460.04
1223,459.836,24.7561,-7.98513e-06,28.846,-9.98141e-09,28.846,459.836
1224,459.631,24.7561,-7.98471e-06,28.846,-9.98088e-09,28.846,459.631
1225,459.427,24.7561,-7.98425e-06,28.846,-9.98032e-09,28.846,459.427
1226,459.222,24.7561,-7.98377e-06,28.846,-9.97972e-09,28.846,459.222
1227,459.018,24.7561,-7.98326e-06,28.846,-9.97908e-09,28.846,459.018
1228,458.813,24.7561,-7.98272e-06,28.846,-9.9784e-09,28.846,458.813
1229,458.609,24.7561,-7.98214e-06,28.846,-9.97768e-09,28.846,458.609
1230,458.404,24.7561,-7.98192e-06,28.846,-9.9769e-09,28.846,458.404
1231,458.2,24.7561,-7.98086e-06,28.846,-9.97607e-09,28.846,458.2
1232,457.995,24.7561,-7.98015e-06,28.846,-9.97518e-09,28.846,457.995
1233,457.791,24.7561,-7.97938e-06,28.846,-9.97422e-09,28.846,457.791
1234,457.586,24.7561,-7.97855e-06,28.846,-9.97318e-09,28.846,457.586
1235,457.382,24.7561,-7.97765e-06,28.846,-9.97206e-09,28.846,457.382
1236,457.177,24.7561,-7.97667e-06,28.846,-9.97083e-09,28.846,457.177
1237,456.973,24.7561,-7.9756e-06,28.846,-9.9695e-09,28.846,456.973
1238,456.768,24.7561,-7.97443e-06,28.846,-9.96804e-09,28.846,456.768
1239,456.564,24.7561,-7.97314e-06,28.846,-9.96642e-09,28.846,456.564
1240,456.359,24.7561,-7.97171e-06,28.846,-9.96464e-09,28.846,456.359
1241,456.155,24.7561,-7.97013e-06,28.846,-9.96266e-09,28.846,456.155
1242,455.95,24.7561,-7.96835e-06,28.846,-9.96044e-09,28.846,455.95
1243,455.746,24.7561,-0.0299194,28.8445,0.00145524,28.8445,455.746
1244,455.541,24.7561,-3.01312e-06,28.8445,-3.7664e-09,28.8445,455.541
1245,455.337,24.7561,0.00168,28.8446,2.1e-06,28.8446,455.337
1246,455.132,24.7561,0.00199783,28.8447,2.49729e-06,28.8447,455.132
1247,454.928,24.7561,0.00201999,28.8448,2.52498e-06,28.8448,454.928
1248,454.723,24.7561,0.00202157,28.8449,2.52696e-06,28.8449,454.723
1249,454.519,24.7561,0.00202173,28.845,2.52716e-06,28.845,454.519
1250,454.315,24.7561,0.00202179,28.8451,2.52723e-06,28.8451,454.315
1251,454.11,24.7561,0.00202184,28.8452,2.5273e-06,28.8452,454.11
1252,453.906,24.7561,0.00202189,28.8453,2.52736e-06,28.8453,453.906
1253,453.701,24.7561,0.00202194,28.8454,2.52742e-06,28.8454,453.701
1254,453.497,24.7561,0.00202199,28.8455,2.52748e-06,28.8455,453.497
1255,453.292,24.7561,0.00202204,28.8456,2.52755e-06,28.8456,453.292
1256,453.088,24.7561,0.00202209,28.8457,2.52761e-06,28.8457,453.088
1257,452.883,24.7561,0.00202214,28.8458,2.52767e-06,28.8458,452.883
1258,452.679,24.7561,0.00202219,28.8459,2.52773e-06,28.8459,452.679
1259,452.474,24.7561,0.00202224,28.846,2.5278e-06,28.846,452.474
1260,452.27,24.7561,0.00202229,28.8461,2.52786e-06,28.8461,452.27
1261,452.065,24.7561,0.00202234,28.8462,2.52792e-06,28.8462,452.065
1262,451.861,24.7561,0.00202239,28.8463,2.52798e-06,28.8463,451.861
1263,451.656,24.7561,0.00202244,28.8464,2.52805e-06,28.8464,451.656
1264,451.452,24.7561,0.00202249,28.8465,2.52811e-06,28.8465,451.452
1265,451.247,24.7561,0.00202254,28.8466,2.52817e-06,28.8466,451.247
1266,451.043,24.7561,0.00202259,28.8467,2.52823e-06,28.8467,451.043
1267,450.838,24.7561,0.00202264,28.8468,2.5283e-06,28.8468,450.838
1268,450.634,24.7561,0.00202269,28.8469,2.52836e-06,28.8469,450.634
1269,450.429,24.7561,0.00202274,28.847,2.52842e-06,28.847,450.429
1270,450.224,24.7561,0.00455451,28.8473,0.275129,28.8473,450.224
1271,450.02,24.7561,-0.000320197,28.8473,0.00149224,28.8473,450.02
1272,449.815,24.7561,0.00184738,28.8474,2.30923e-06,28.8474,449.815
1273,449.611,24.7561,0.0859739,28.9474,-8.00973e-09,28.8516,449.611
1274,449.406,24.7561,-7.98677e-06,28.8516,-9.98347e-09,28.8516,449.406
1275,449.201,24.7561,0.00965653,28.9516,-9.999e-09,28.8521,449.201
1276,448.996,24.7561,-8.7122e-06,28.8521,-9.98452e-09,28.8521,448.996
1277,448.791,24.7561,-0.000203187,28.8521,-9.98412e-09,28.8521,448.791
1278,448.587,24.7561,-7.98698e-06,28.8521,-9.98373e-09,28.8521,448.587
1279,448.382,24.7561,-7.98664e-06,28.8521,-9.98332e-09,28.8521,448.382
1280,448.177,24.7561,-7.98632e-06,28.8521,-9.98289e-09,28.8521,448.177
1281,447.972,24.7561,-7.98594e-06,28.8521,-9.98244e-09,28.8521,447.972
1282,447.767,24.7561,-7.98557e-06,28.8521,-9.98197e-09,28.8521,447.767
1283,447.563,24.7561,-7.98517e-06,28.8521,-9.98146e-09,28.8521,447.563
1284,447.358,24.7561,-7.98476e-06,28.8521,-9.98093e-09,28.8521,447.358
1285,447.153,24.7561,0.0193865,4,428.858,28.8531,447.153
1286,446.948,24.7561,-7.98746e-06,28.8531,-9.98432e-09,28.8531,446.948
1287,446.743,24.7561,-7.98715e-06,28.8531,-9.98394e-09,28.8531,446.743
1288,446.538,24.7561,-7.98684e-06,28.8531,-9.98354e-09,28.8531,446.538
1289,446.334,24.7561,-7.9865e-06,28.8531,-9.98313e-09,28.8531,446.334
1290,446.129,24.7561,-7.98615e-06,28.8531,-9.98269e-09,28.8531,446.129
1291,445.924,24.7561,-7.98578e-06,28.8531,-9.98223e-09,28.8531,445.924
1292,445.719,24.7561,-7.98539e-06,28.8531,-9.98174e-09,28.8531,445.719
1293,445.514,24.7561,-7.98498e-06,28.8531,-9.98122e-09,28.8531,445.514
1294,445.309,24.7561,-7.98454e-06,28.8531,-9.98068e-09,28.8531,445.309
1295,445.105,24.7561,-0.0621255,28.85,0.121159,28.85,445.105
1296,444.9,24.7561,-7.71461e-06,28.85,-9.64326e-09,28.85,444.9
1297,444.695,24.7561,-7.38497e-06,28.85,-9.23121e-09,28.85,444.695
1298,444.49,24.7561,0.0832559,28.95,-9.999e-09,28.8541,444.49
1299,444.286,24.7561,-7.98664e-06,28.8541,-9.9833e-09,28.8541,444.286
1300,444.081,24.7561,-7.98629e-06,28.8541,-9.98287e-09,28.8541,444.081
1301,443.876,24.7561,-7.98593e-06,28.8541,-9.98241e-09,28.8541,443.876
1302,443.671,24.7561,-7.98594e-06,28.8541,-9.98194e-09,28.8541,443.671
1303,443.466,24.7561,-7.98514e-06,28.8541,-9.98143e-09,28.8541,443.466
1304,443.261,24.7561,-7.98472e-06,28.8541,-9.9809e-09,28.8541,443.261
1305,443.056,24.7561,-7.98427e-06,28.8541,-9.98033e-09,28.8541,443.056
1306,442.851,24.7561,-7.98379e-06,28.8541,-9.97973e-09,28.8541,442.851
1307,442.646,24.7561,-7.98328e-06,28.8541,-9.97909e-09,28.8541,442.646
1308,442.441,24.7561,-7.98273e-06,28.8541,-9.97842e-09,28.8541,442.441
1309,442.236,24.7561,-7.98215e-06,28.8541,-9.97769e-09,28.8541,442.236
1310,442.032,24.7561,-0.0534131,28.8515,0.12117,28.8515,442.032
1311,441.827,24.7561,-7.65563e-06,28.8515,-9.56954e-09,28.8515,441.827
1312,441.622,24.7561,0.0123329,28.8521,1.45292,28.8521,441.622
1313,441.417,24.7561,-7.90524e-06,28.8521,-9.88155e-09,28.8521,441.417
1314,441.212,24.7561,-7.88471e-06,28.8521,-9.85588e-09,28.8521,441.212
1315,441.008,24.7561,-7.85281e-06,28.8521,-9.81602e-09,28.8521,441.008
1316,440.803,24.7561,-7.79653e-06,28.8521,-9.74566e-09,28.8521,440.803
1317,440.598,24.7561,-7.67057e-06,28.8521,-9.58821e-09,28.8521,440.598
1318,440.393,24.7561,-2.85969e-06,28.8521,-8.92335e-09,28.8521,440.393
1319,440.188,24.7561,0.000717222,28.8521,8.96527e-07,28.8521,440.188
1320,439.984,24.7561,0.00193376,28.8522,2.6612e-06,28.8522,439.984
1321,439.779,24.7561,0.00201902,28.8523,2.52378e-06,28.8523,439.779
1322,439.574,24.7561,0.00202495,28.8524,2.53119e-06,28.8524,439.574
1323,439.369,24.7561,0.00202541,28.8525,2.53176e-06,28.8525,439.369
1324,439.164,24.7561,0.00202549,28.8526,2.53186e-06,28.8526,439.164
1325,438.96,24.7561,0.00202554,28.8527,2.53193e-06,28.8527,438.96
1326,438.755,24.7561,0.00202559,28.8528,2.53199e-06,28.8528,438.755
1327,438.55,24.7561,0.00202564,28.8529,2.53205e-06,28.8529,438.55
1328,438.345,24.7561,0.00202569,28.853,2.53211e-06,28.853,438.345
1329,438.14,24.7561,0.00202574,28.8531,2.53218e-06,28.8531,438.14
1330,437.935,24.7561,0.00202579,28.8532,2.53224e-06,28.8532,437.935
1331,437.73,24.7561,0.00202584,28.8533,2.5323e-06,28.8533,437.73
1332,437.526,24.7561,0.00202589,28.8534,2.53237e-06,28.8534,437.526
1333,437.321,24.7561,0.00202594,28.8535,2.53242e-06,28.8535,437.321
1334,437.116,24.7561,0.00202599,28.8536,2.53249e-06,28.8536,437.116
1335,436.911,24.7561,0.00202604,28.8537,2.53255e-06,28.8537,436.911
1336,436.706,24.7561,0.00202609,28.8538,2.53261e-06,28.8538,436.706
1337,436.501,24.7561,0.0020261,28.8539,2.77663e-06,28.8539,436.501
1338,436.296,24.7561,0.00202623,28.854,2.53279e-06,28.854,436.296
1339,436.091,24.7561,0.0834699,28.954,-9.999e-09,28.8582,436.091
1340,435.886,24.7561,-7.98635e-06,28.8582,-9.98294e-09,28.8582,435.886
1341,435.681,24.7561,-7.98599e-06,28.8582,-9.98249e-09,28.8582,435.681
1342,435.476,24.7561,-7.98561e-06,28.8582,-9.98201e-09,28.8582,435.476
1343,435.271,24.7561,-7.98521e-06,28.8582,-9.98151e-09,28.8582,435.271
1344,435.066,24.7561,-7.98479e-06,28.8582,-9.98098e-09,28.8582,435.066
1345,434.861,24.7561,-7.98434e-06,28.8582,-9.98042e-09,28.8582,434.861
1346,434.656,24.7561,-7.98386e-06,28.8582,-9.97983e-09,28.8582,434.656
1347,434.45,24.7561,-7.98336e-06,28.8582,-9.9792e-09,28.8582,434.45
1348,434.245,24.7561,-7.98282e-06,28.8582,-9.97852e-09,28.8582,434.245
1349,434.04,24.7561,-7.98225e-06,28.8582,-9.97781e-09,28.8582,434.04
1350,433.835,24.7561,-7.98163e-06,28.8582,-9.97704e-09,28.8582,433.835
1351,433.63,24.7561,-7.98098e-06,28.8582,-9.97622e-09,28.8582,433.63
1352,433.425,24.7561,-7.98027e-06,28.8582,-9.97533e-09,28.8582,433.425
1353,433.22,24.7561,-7.97951e-06,28.8582,-9.97438e-09,28.8582,433.22
1354,433.015,24.7561,-7.97868e-06,28.8582,-9.97335e-09,28.8582,433.015
1355,432.81,24.7561,-7.97779e-06,28.8582,-9.97224e-09,28.8582,432.81
1356,432.605,24.7561,-7.97682e-06,28.8582,-9.97103e-09,28.8582,432.605
1357,432.399,24.7561,0.039201,4,412.36,28.8602,432.399
1358,432.194,24.7561,-7.98678e-06,28.8602,-9.98347e-09,28.8602,432.194
1359,431.989,24.7561,-7.98644e-06,28.8602,-9.98305e-09,28.8602,431.989
1360,431.784,24.7561,-7.98608e-06,28.8602,-9.98261e-09,28.8602,431.784
1361,431.579,24.7561,-7.98571e-06,28.8602,-9.98214e-09,28.8602,431.579
1362,431.373,24.7561,-7.98531e-06,28.8602,-9.98164e-09,28.8602,431.373
1363,431.168,24.7561,-7.98529e-06,28.8602,-9.98112e-09,28.8602,431.168
1364,430.963,24.7561,-7.98445e-06,28.8602,-9.98057e-09,28.8602,430.963
1365,430.758,24.7561,-7.98399e-06,28.8602,-9.97998e-09,28.8602,430.758
1366,430.553,24.7561,-7.98349e-06,28.8602,-9.97936e-09,28.8602,430.553
1367,430.347,24.7561,-7.98296e-06,28.8602,-9.9787e-09,28.8602,430.347
1368,430.142,24.7561,-7.98239e-06,28.8602,-9.97799e-09,28.8602,430.142
1369,429.937,24.7561,-7.98179e-06,28.8602,-9.97724e-09,28.8602,429.937
1370,429.732,24.7561,-7.98114e-06,28.8602,-9.97643e-09,28.8602,429.732
1371,429.527,24.7561,-0.0503863,28.8576,0.121174,28.8576,429.527
1372,429.321,24.7561,-7.62864e-06,28.8576,-9.5358e-09,28.8576,429.321
1373,429.116,24.7561,-6.76832e-06,28.8576,-8.4604e-09,28.8576,429.116
1374,428.911,24.7561,0.00107055,28.8577,1.33819e-06,28.8577,428.911
1375,428.706,24.7561,0.0019613,28.8578,2.45162e-06,28.8578,428.706
1376,428.501,24.7561,0.00202346,28.8579,2.52932e-06,28.8579,428.501
1377,428.296,24.7561,0.00202782,28.858,2.53478e-06,28.858,428.296
1378,428.091,24.7561,0.00202818,28.8581,2.53522e-06,28.8581,428.091
1379,427.886,24.7561,0.00202825,28.8582,2.53531e-06,28.8582,427.886
1380,427.681,24.7561,0.0020283,28.8583,2.54024e-06,28.8583,427.681
1381,427.476,24.7561,0.00202835,28.8584,2.53544e-06,28.8584,427.476
1382,427.271,24.7561,0.0020284,28.8585,2.5355e-06,28.8585,427.271
1383,427.065,24.7561,0.00202845,28.8586,2.53645e-06,28.8586,427.065
1384,426.86,24.7561,0.00456022,28.8588,0.275129,28.8588,426.86
1385,426.655,24.7561,-4.88619e-06,28.8588,-6.10767e-09,28.8588,426.655
1386,426.45,24.7561,0.00156505,28.8589,1.95631e-06,28.8589,426.45
1387,426.245,24.7561,0.0019964,28.859,2.4955e-06,28.859,426.245
1388,426.04,24.7561,0.00202646,28.8591,2.53307e-06,28.8591,426.04
1389,425.835,24.7561,0.00204184,28.8592,0.00149519,28.8592,425.835
1390,425.629,24.7561,0.00201647,28.8593,2.52058e-06,28.8593,425.629
1391,425.424,24.7561,0.00202799,28.8594,2.53499e-06,28.8594,425.424
1392,425.219,24.7561,0.00202884,28.8595,2.53605e-06,28.8595,425.219
1393,425.014,24.7561,0.00202895,28.8596,2.53618e-06,28.8596,425.014
1394,424.809,24.7561,0.002029,28.8597,2.53625e-06,28.8597,424.809
1395,424.603,24.7561,0.00202905,28.8598,2.53631e-06,28.8598,424.603
1396,424.398,24.7561,0.0020291,28.8599,2.53638e-06,28.8599,424.398
1397,424.193,24.7561,0.00202915,28.86,2.53644e-06,28.86,424.193
1398,423.988,24.7561,0.0020292,28.8601,2.5365e-06,28.8601,423.988
1399,423.783,24.7561,0.00202925,28.8602,2.53656e-06,28.8602,423.783
1400,423.577,24.7561,0.0020293,28.8603,2.53663e-06,28.8603,423.577
1401,423.372,24.7561,0.0811027,28.9603,-9.999e-09,28.8644,423.372
1402,423.167,24.7561,-7.98593e-06,28.8644,-9.98241e-09,28.8644,423.167
1403,422.961,24.7561,-7.98555e-06,28.8644,-9.98193e-09,28.8644,422.961
1404,422.756,24.7561,-7.98514e-06,28.8644,-9.98143e-09,28.8644,422.756
1405,422.551,24.7561,-7.98471e-06,28.8644,-9.98089e-09,28.8644,422.551
1406,422.345,24.7561,-7.98426e-06,28.8644,-9.98032e-09,28.8644,422.345
1407,422.14,24.7561,-7.98378e-06,28.8644,-9.97972e-09,28.8644,422.14
1408,421.934,24.7561,-7.98327e-06,28.8644,-9.97908e-09,28.8644,421.934
1409,421.729,24.7561,-7.98272e-06,28.8644,-9.9784e-09,28.8644,421.729
1410,421.523,24.7561,-7.98214e-06,28.8644,-9.97767e-09,28.8644,421.523
1411,421.318,24.7561,-7.98152e-06,28.8644,-9.9769e-09,28.8644,421.318
1412,421.113,24.7561,-7.98085e-06,28.8644,-9.97606e-09,28.8644,421.113
1413,420.907,24.7561,-7.98013e-06,28.8644,-9.97517e-09,28.8644,420.907
1414,420.702,24.7561,0.0297882,28.9644,-9.999e-09,28.8659,420.702
1415,420.496,24.7561,-7.98651e-06,28.8659,-9.98313e-09,28.8659,420.496
1416,420.291,24.7561,-7.98615e-06,28.8659,-9.98269e-09,28.8659,420.291
1417,420.085,24.7561,-7.98578e-06,28.8659,-9.98223e-09,28.8659,420.085
1418,419.88,24.7561,-7.98545e-06,28.8659,-9.98174e-09,28.8659,419.88
1419,419.674,24.7561,-7.98498e-06,28.8659,-9.98122e-09,28.8659,419.674
1420,419.469,24.7561,-7.98454e-06,28.8659,-9.98067e-09,28.8659,419.469
1421,419.263,24.7561,-7.98407e-06,28.8659,-9.98009e-09,28.8659,419.263
1422,419.058,24.7561,-7.98358e-06,28.8659,-9.97948e-09,28.8659,419.058
1423,418.852,24.7561,-7.98306e-06,28.8659,-9.97882e-09,28.8659,418.852
1424,418.647,24.7561,-7.9825e-06,28.8659,-9.97812e-09,28.8659,418.647
1425,418.441,24.7561,-7.9819e-06,28.8659,-9.97737e-09,28.8659,418.441
1426,418.236,24.7561,-7.98126e-06,28.8659,-9.97658e-09,28.8659,418.236
1427,418.03,24.7561,-7.98057e-06,28.8659,-9.97572e-09,28.8659,418.03
1428,417.825,24.7561,-7.97983e-06,28.8659,-9.97479e-09,28.8659,417.825
1429,417.619,24.7561,-7.97904e-06,28.8659,-9.9738e-09,28.8659,417.619
1430,417.414,24.7561,-7.97817e-06,28.8659,-9.97272e-09,28.8659,417.414
1431,417.208,24.7561,0.415957,28.8867,50.0005,28.8867,417.208
1432,417.001,24.7561,-7.99766e-06,28.8867,-9.99707e-09,28.8867,417.001
1433,416.795,24.7561,-7.99765e-06,28.8867,-9.99706e-09,28.8867,416.795
1434,416.588,24.7561,-7.99763e-06,28.8867,-9.99704e-09,28.8867,416.588
1435,416.382,24.7561,-7.99762e-06,28.8867,-9.99703e-09,28.8867,416.382
1436,416.175,24.7561,-7.99761e-06,28.8867,-9.99702e-09,28.8867,416.175
1437,415.969,24.7561,-7.9976e-06,28.8867,-9.997e-09,28.8867,415.969
1438,415.763,24.7561,-0.340376,28.9663,1.79563e-06,28.8696,415.763
1439,415.557,24.7561,-7.98986e-06,28.8696,-9.98733e-09,28.8696,415.557
1440,415.351,24.7561,-7.98967e-06,28.8696,-9.98708e-09,28.8696,415.351
1441,415.146,24.7561,-7.98946e-06,28.8696,-9.98683e-09,28.8696,415.146
1442,414.94,24.7561,-7.98925e-06,28.8696,-9.98656e-09,28.8696,414.94
1443,414.734,24.7561,-7.98902e-06,28.8696,-9.98628e-09,28.8696,414.734
1444,414.529,24.7561,-7.98879e-06,28.8696,-9.98599e-09,28.8696,414.529
1445,414.323,24.7561,-7.98855e-06,28.8696,-9.98569e-09,28.8696,414.323
1446,414.117,24.7561,-7.9883e-06,28.8696,-9.98537e-09,28.8696,414.117
1447,413.912,24.7561,-7.98803e-06,28.8696,-9.98504e-09,28.8696,413.912
1448,413.706,24.7561,-7.98776e-06,28.8696,-9.98469e-09,28.8696,413.706
1449,413.5,24.7561,-7.98747e-06,28.8696,-9.98433e-09,28.8696,413.5
1450,413.294,24.7561,-0.000203187,28.8696,-9.98391e-09,28.8696,413.294
1451,413.089,24.7561,-7.98681e-06,28.8696,-9.98352e-09,28.8696,413.089
1452,412.883,24.7561,-7.98648e-06,28.8696,-9.98309e-09,28.8696,412.883
1453,412.677,24.7561,-7.98612e-06,28.8696,-9.98265e-09,28.8696,412.677
1454,412.472,24.7561,-7.98575e-06,28.8696,-9.98219e-09,28.8696,412.472
1455,412.266,24.7561,-7.98535e-06,28.8696,-9.98169e-09,28.8696,412.266
1456,412.06,24.7561,-7.98494e-06,28.8696,-9.98117e-09,28.8696,412.06
1457,411.855,24.7561,-7.9845e-06,28.8696,-9.98062e-09,28.8696,411.855
1458,411.649,24.7561,-7.98403e-06,28.8696,-9.98004e-09,28.8696,411.649
1459,411.443,24.7561,-7.98353e-06,28.8696,-9.97942e-09,28.8696,411.443
1460,411.238,24.7561,-7.983e-06,28.8696,-9.97876e-09,28.8696,411.238
1461,411.032,24.7561,-7.98244e-06,28.8696,-9.97805e-09,28.8696,411.032
1462,410.826,24.7561,-7.98184e-06,28.8696,-9.9773e-09,28.8696,410.826
1463,410.621,24.7561,-0.053089,28.867,0.0499336,28.867,410.621
1464,410.415,24.7561,-7.55023e-06,28.867,-9.43779e-09,28.867,410.415
1465,410.21,24.7561,-5.05795e-06,28.867,-6.32244e-09,28.867,410.21
1466,410.004,24.7561,0.0015499,28.867,1.93737e-06,28.867,410.004
1467,409.799,24.7561,0.00199908,28.8671,2.49886e-06,28.8671,409.799
1468,409.593,24.7561,0.00203039,28.8672,2.53798e-06,28.8672,409.593
1469,409.387,24.7561,0.00203261,28.8673,2.54076e-06,28.8673,409.387
1470,409.182,24.7561,0.00203281,28.8674,2.54101e-06,28.8674,409.182
1471,408.976,24.7561,0.00203287,28.8675,2.54109e-06,28.8675,408.976
1472,408.771,24.7561,0.00203292,28.8676,2.54115e-06,28.8676,408.771
1473,408.565,24.7561,0.00203297,28.8677,2.54121e-06,28.8677,408.565
1474,408.36,24.7561,0.00249272,28.8679,0.0500031,28.8679,408.36
1475,408.154,24.7561,0.00160536,28.868,2.0067e-06,28.868,408.154
1476,407.948,24.7561,0.00200337,28.8681,2.50421e-06,28.8681,407.948
